2023-02-17-0876 40 4 13
2023-02-17-0877 20 2 9
2023-02-17-0878 40 4 3
2023-02-17-0879 40 4 4
2023-02-17-0880 40 4 12
2023-02-17-0881 40 4 0
2023-02-17-0882 20 2 2
2023-02-17-0883 40 4 4
2023-02-17-0884 20 2 6
2023-02-17-0885 20 2 0
2023-02-17-0886 20 2 5
2023-02-17-0887 40 4 10
2023-02-17-0888 20 2 10
2023-02-17-0889 20 2 8
2023-02-17-0890 40 4 21
2023-02-17-0891 20 2 8
2023-02-17-0892 20 2 1
2023-02-17-0893 20 2 19
2023-02-17-0894 40 4 2
2023-02-17-0895 40 4 4
2023-02-17-0896 20 2 9
2023-02-17-0897 20 2 19
2023-02-17-0898 20 2 15
2023-02-17-0899 20 2 7
2023-02-17-0900 40 4 14
2023-02-17-0901 40 4 16
2023-02-17-0902 20 2 15
2023-02-17-0903 40 4 12
2023-02-17-0904 20 2 0
2023-02-17-0905 40 4 0
2023-02-17-0906 40 4 18
2023-02-17-0907 20 2 15
2023-02-17-0908 20 2 18
2023-02-17-0909 20 2 15
2023-02-17-0910 20 2 18
2023-02-17-0911 20 2 20
2023-02-17-0912 40 4 4
2023-02-17-0913 20 2 11
2023-02-17-0914 20 2 14
2023-02-17-0915 40 4 16
2023-02-17-0916 20 2 15
2023-02-17-0917 20 2 20
2023-02-17-0918 40 4 22
2023-02-17-0919 20 2 13
2023-02-17-0920 40 4 7
2023-02-17-0921 40 4 6
2023-02-17-0922 20 2 6
2023-02-17-0923 40 4 20
2023-02-17-0924 40 4 11
2023-02-17-0925 20 2 8
2023-02-17-0926 20 2 16
2023-02-17-0927 40 4 5
2023-02-17-0928 40 4 17
2023-02-17-0929 40 4 4
2023-02-17-0930 20 2 12
2023-02-17-0931 20 2 17
2023-02-17-0932 20 2 3
2023-02-17-0933 40 4 21
2023-02-17-0934 20 2 14
2023-02-17-0935 20 2 10
2023-02-17-0936 20 2 20
2023-02-17-0937 40 4 11
2023-02-17-0938 40 4 19
2023-02-17-0939 20 2 18
2023-02-17-0940 20 2 14
2023-02-17-0941 40 4 0
2023-02-17-0942 20 2 16
2023-02-17-0943 20 2 13
2023-02-17-0944 40 4 4
2023-02-17-0945 20 2 8
2023-02-17-0946 40 4 8
2023-02-17-0947 40 4 15
2023-02-17-0948 20 2 11
2023-02-17-0949 20 2 2
2023-02-17-0950 20 2 13
2023-02-17-0951 40 4 16
2023-02-17-0952 20 2 18
2023-02-17-0953 20 2 15
2023-02-17-0954 20 2 9
2023-02-17-0955 20 2 4
2023-02-17-0956 20 2 10
2023-02-17-0957 20 2 10
2023-02-17-0958 40 4 18
2023-02-17-0959 40 4 16
2023-02-17-0960 40 4 15
2023-02-17-0961 40 4 8
2023-02-17-0962 40 4 15
2023-02-17-0963 40 4 11
2023-02-17-0964 20 2 19
2023-02-17-0965 20 2 20
2023-02-17-0966 20 2 20
2023-02-17-0967 20 2 14
2023-02-17-0968 20 2 2
2023-02-17-0969 40 4 15
2023-02-17-0970 20 2 19
2023-02-17-0971 40 4 2
2023-02-17-0972 40 4 21
2023-02-17-0973 20 2 17
2023-02-17-0974 20 2 19
2023-02-17-0975 20 2 4
2023-02-17-0976 20 2 2
2023-02-17-0977 40 4 10
2023-02-17-0978 40 4 17
2023-02-17-0979 40 4 14
2023-02-17-0980 20 2 18
2023-02-17-0981 40 4 5
2023-02-17-0982 20 2 18
2023-02-17-0983 20 2 13
2023-02-17-0984 40 4 10
2023-02-17-0985 40 4 3
2023-02-17-0986 20 2 7
2023-02-17-0987 20 2 8
2023-02-17-0988 20 2 14
2023-02-17-0989 20 2 14
2023-02-17-0990 20 2 20
2023-02-17-0991 40 4 16
2023-02-17-0992 20 2 16
2023-02-17-0993 20 2 1
2023-02-17-0994 20 2 0
2023-02-17-0995 20 2 8
2023-02-17-0996 20 2 1
2023-02-17-0997 20 2 10
2023-02-17-0998 40 4 13
2023-02-17-0999 20 2 16
2023-02-17-1000 20 2 7
2023-02-17-1001 20 2 10
2023-02-17-1002 40 4 19
2023-02-17-1003 40 4 15
2023-02-17-1004 20 2 0
2023-02-17-1005 20 2 8
2023-02-17-1006 40 4 0
2023-02-17-1007 40 4 6
2023-02-17-1008 40 4 15
2023-02-17-1009 40 4 21
2023-02-17-1010 20 2 2
2023-02-17-1011 20 2 19
2023-02-17-1012 40 4 17
2023-02-17-1013 40 4 19
2023-02-17-1014 40 4 22
2023-02-17-1015 20 2 4
2023-02-17-1016 40 4 16
2023-02-17-1017 40 4 11
2023-02-17-1018 40 4 0
2023-02-17-1019 40 4 16
2023-02-17-1020 20 2 9
2023-02-17-1021 20 2 14
2023-02-17-1022 40 4 3
2023-02-17-1023 20 2 19
2023-02-17-1024 40 4 19
2023-02-17-1025 20 2 19
2023-02-17-1026 40 4 6
2023-02-17-1027 40 4 17
2023-02-17-1028 20 2 6
2023-02-17-1029 20 2 5
2023-02-17-1030 20 2 17
2023-02-17-1031 40 4 18
2023-02-17-1032 40 4 0
2023-02-17-1033 20 2 18
2023-02-17-1034 20 2 10
2023-02-17-1035 20 2 6
2023-02-17-1036 40 4 22
2023-02-17-1037 40 4 17
2023-02-17-1038 40 4 8
2023-02-17-1039 40 4 11
2023-02-17-1040 20 2 6
2023-02-17-1041 40 4 22
2023-02-17-1042 40 4 19
2023-02-17-1043 20 2 14
2023-02-17-1044 20 2 6
2023-02-17-1045 20 2 5
2023-02-17-1046 20 2 6
2023-02-17-1047 40 4 9
2023-02-17-1048 20 2 8
2023-02-17-1049 40 4 17
2023-02-17-1050 40 4 3
2023-02-17-1051 40 4 3
2023-02-17-1052 20 2 19
2023-02-17-1053 20 2 16
2023-02-17-1054 40 4 22
2023-02-17-1055 20 2 3
2023-02-17-1056 20 2 12
2023-02-17-1057 40 4 16
2023-02-17-1058 40 4 14
2023-02-17-1059 40 4 1
2023-02-17-1060 40 4 18
2023-02-17-1061 40 4 21
2023-02-17-1062 40 4 17
2023-02-17-1063 20 2 5
2023-02-17-1064 40 4 6
2023-02-17-1065 40 4 3
2023-02-17-1066 20 2 16
2023-02-17-1067 40 4 10
2023-02-17-1068 20 2 20
2023-02-17-1069 20 2 11
2023-02-17-1070 20 2 1
2023-02-17-1071 20 2 14
2023-02-17-1072 40 4 10
2023-02-17-1073 40 4 21
2023-02-17-1074 20 2 17
2023-02-17-1075 20 2 15
2023-02-17-1076 40 4 16
2023-02-17-1077 20 2 20
2023-02-17-1078 20 2 15
2023-02-17-1079 20 2 17
2023-02-17-1080 40 4 3
2023-02-17-1081 40 4 6
2023-02-17-1082 20 2 9
2023-02-17-1083 40 4 21
2023-02-17-1084 40 4 19
2023-02-17-1085 20 2 20
2023-02-17-1086 20 2 16
2023-02-17-1087 40 4 7
2023-02-17-1088 20 2 6
2023-02-17-1089 20 2 1
2023-02-17-1090 40 4 13
2023-02-17-1091 40 4 15
2023-02-17-1092 20 2 3
2023-02-17-1093 40 4 12
2023-02-17-1094 40 4 21
2023-02-17-1095 40 4 17
2023-02-17-1096 40 4 7
2023-02-17-1097 40 4 0
2023-02-17-1098 20 2 14
2023-02-17-1099 20 2 10
2023-02-17-1100 40 4 4
2023-02-17-1101 40 4 19
2023-02-17-1102 40 4 0
2023-02-17-1103 20 2 15
2023-02-17-1104 40 4 9
2023-02-17-1105 20 2 17
2023-02-17-1106 20 2 20
2023-02-17-1107 40 4 3
2023-02-17-1108 20 2 10
2023-02-17-1109 40 4 3
2023-02-17-1110 20 2 0
2023-02-17-1111 40 4 0
2023-02-17-1112 20 2 9
2023-02-17-1113 20 2 13
2023-02-17-1114 40 4 15
2023-02-17-1115 20 2 14
2023-02-17-1116 20 2 13
2023-02-17-1117 20 2 15
2023-02-17-1118 40 4 9
2023-02-17-1119 40 4 19
2023-02-17-1120 40 4 2
2023-02-17-1121 40 4 2
2023-02-17-1122 20 2 8
2023-02-17-1123 20 2 18
2023-02-17-1124 40 4 14
2023-02-17-1125 40 4 1
2023-02-17-1126 40 4 2
2023-02-17-1127 40 4 21
2023-02-17-1128 20 2 11
2023-02-17-1129 20 2 13
2023-02-17-1130 40 4 5
2023-02-17-1131 40 4 3
2023-02-17-1132 40 4 17
2023-02-17-1133 20 2 14
2023-02-17-1134 20 2 14
2023-02-17-1135 40 4 2
2023-02-17-1136 20 2 3
2023-02-17-1137 20 2 11
2023-02-17-1138 20 2 9
2023-02-17-1139 40 4 6
2023-02-17-1140 20 2 8
2023-02-17-1141 40 4 21
2023-02-17-1142 40 4 19
2023-02-17-1143 20 2 14
2023-02-17-1144 40 4 5
2023-02-17-1145 40 4 13
2023-02-17-1146 40 4 11
2023-02-17-1147 20 2 3
2023-02-17-1148 40 4 18
2023-02-17-1149 40 4 3
2023-02-17-1150 40 4 15
2023-02-17-1151 20 2 19
2023-02-17-1152 20 2 16
2023-02-17-1153 20 2 20
2023-02-17-1154 20 2 15
2023-02-17-1155 20 2 15
2023-02-17-1156 20 2 17
2023-02-17-1157 40 4 14
2023-02-17-1158 20 2 14
2023-02-17-1159 40 4 15
2023-02-17-1160 20 2 8
2023-02-17-1161 40 4 10
2023-02-17-1162 40 4 5
2023-02-17-1163 20 2 10
2023-02-17-1164 40 4 21
2023-02-17-1165 40 4 1
2023-02-17-1166 40 4 10
2023-02-17-1167 20 2 2
2023-02-17-1168 20 2 12
2023-02-17-1169 40 4 15
2023-02-17-1170 20 2 0
2023-02-17-1171 20 2 13
2023-02-17-1172 20 2 6
2023-02-17-1173 20 2 19
2023-02-17-1174 40 4 11
2023-02-17-1175 20 2 4
2023-02-17-1176 20 2 11
2023-02-17-1177 20 2 13
2023-02-17-1178 40 4 2
2023-02-17-1179 20 2 1
2023-02-17-1180 20 2 9
2023-02-17-1181 40 4 3
2023-02-17-1182 20 2 13
2023-02-17-1183 20 2 20
2023-02-17-1184 20 2 9
2023-02-17-1185 20 2 13
2023-02-17-1186 40 4 5
2023-02-17-1187 20 2 16
2023-02-17-1188 20 2 10
2023-02-17-1189 20 2 7
2023-02-17-1190 20 2 6
2023-02-17-1191 40 4 1
2023-02-17-1192 20 2 18
2023-02-17-1193 40 4 8
2023-02-17-1194 40 4 10
2023-02-17-1195 40 4 3
2023-02-17-1196 20 2 5
2023-02-17-1197 20 2 3
2023-02-17-1198 20 2 3
2023-02-17-1199 20 2 12
2023-02-17-1200 40 4 1
2023-02-17-1201 20 2 11
2023-02-17-1202 20 2 1
2023-02-17-1203 20 2 13
2023-02-17-1204 20 2 11
2023-02-17-1205 20 2 3
2023-02-17-1206 40 4 4
2023-02-17-1207 20 2 8
2023-02-17-1208 20 2 9
2023-02-17-1209 40 4 10
2023-02-17-1210 40 4 7
2023-02-17-1211 40 4 19
2023-02-17-1212 20 2 4
2023-02-17-1213 20 2 14
2023-02-17-1214 20 2 11
2023-02-17-1215 20 2 18
2023-02-17-1216 20 2 16
2023-02-17-1217 20 2 8
2023-02-17-1218 20 2 20
2023-02-17-1219 20 2 7
2023-02-17-1220 40 4 8
2023-02-17-1221 40 4 1
2023-02-17-1222 40 4 0
2023-02-17-1223 20 2 4
2023-02-17-1224 40 4 14
2023-02-17-1225 40 4 12
2023-02-17-1226 20 2 8
2023-02-17-1227 20 2 8
2023-02-17-1228 40 4 21
2023-02-17-1229 40 4 2
2023-02-17-1230 20 2 16
2023-02-17-1231 40 4 0
2023-02-17-1232 20 2 4
2023-02-17-1233 40 4 6
2023-02-17-1234 40 4 12
2023-02-17-1235 20 2 3
2023-02-17-1236 40 4 17
2023-02-17-1237 40 4 18
2023-02-17-1238 20 2 16
2023-02-17-1239 40 4 4
2023-02-17-1240 40 4 14
2023-02-17-1241 20 2 18
2023-02-17-1242 40 4 22
2023-02-17-1243 40 4 13
2023-02-17-1244 20 2 4
2023-02-17-1245 20 2 12
2023-02-17-1246 20 2 1
2023-02-17-1247 20 2 12
2023-02-17-1248 20 2 6
2023-02-17-1249 20 2 18
2023-02-17-1250 20 2 11
2023-02-17-1251 20 2 20
2023-02-17-1252 40 4 6
2023-02-17-1253 40 4 2
2023-02-17-1254 20 2 5
2023-02-17-1255 20 2 3
2023-02-17-1256 40 4 14
2023-02-17-1257 40 4 3
2023-02-17-1258 20 2 13
2023-02-17-1259 40 4 4
2023-02-17-1260 20 2 18
2023-02-17-1261 40 4 7
2023-02-17-1262 40 4 15
2023-02-17-1263 20 2 7
2023-02-17-1264 40 4 6
2023-02-17-1265 40 4 17
2023-02-17-1266 20 2 10
2023-02-17-1267 20 2 17
2023-02-17-1268 20 2 20
2023-02-17-1269 20 2 1
2023-02-17-1270 20 2 13
2023-02-17-1271 40 4 8
2023-02-17-1272 20 2 16
2023-02-17-1273 40 4 8
2023-02-17-1274 40 4 17
2023-02-17-1275 20 2 15
2023-02-17-1276 40 4 1
2023-02-17-1277 20 2 19
2023-02-17-1278 20 2 10
2023-02-17-1279 20 2 19
2023-02-17-1280 40 4 14
2023-02-17-1281 40 4 7
2023-02-17-1282 20 2 0
2023-02-17-1283 20 2 17
2023-02-17-1284 40 4 13
2023-02-17-1285 20 2 9
2023-02-17-1286 40 4 20
2023-02-17-1287 40 4 2
2023-02-17-1288 40 4 0
2023-02-17-1289 20 2 14
2023-02-17-1290 40 4 18
2023-02-17-1291 40 4 13
2023-02-17-1292 40 4 13
2023-02-17-1293 20 2 12
2023-02-17-1294 20 2 14
2023-02-17-1295 40 4 18
2023-02-17-1296 40 4 20
2023-02-17-1297 20 2 13
2023-02-17-1298 20 2 2
2023-02-17-1299 40 4 5
2023-02-17-1300 20 2 11
2023-02-17-1301 40 4 8
2023-02-17-1302 20 2 17
2023-02-17-1303 40 4 7
2023-02-17-1304 20 2 7
2023-02-17-1305 20 2 20
2023-02-17-1306 40 4 14
2023-02-17-1307 20 2 16
2023-02-17-1308 20 2 19
2023-02-17-1309 40 4 17
2023-02-17-1310 40 4 3
2023-02-17-1311 20 2 6
2023-02-17-1312 20 2 7
2023-02-17-1313 40 4 16
2023-02-17-1314 40 4 9
2023-02-17-1315 40 4 2
2023-02-17-1316 40 4 15
2023-02-17-1317 40 4 21
2023-02-17-1318 20 2 1
2023-02-17-1319 40 4 18
2023-02-17-1320 20 2 4
2023-02-17-1321 40 4 1
2023-02-17-1322 20 2 4
2023-02-17-1323 40 4 9
2023-02-17-1324 40 4 10
2023-02-17-1325 40 4 0
2023-02-17-1326 20 2 17
2023-02-17-1327 40 4 4
2023-02-17-1328 40 4 7
2023-02-17-1329 20 2 8
2023-02-17-1330 40 4 0
2023-02-17-1331 40 4 20
2023-02-17-1332 40 4 19
2023-02-17-1333 20 2 10
2023-02-17-1334 20 2 9
2023-02-17-1335 20 2 16
2023-02-17-1336 20 2 16
2023-02-17-1337 20 2 13
2023-02-17-1338 40 4 19
2023-02-17-1339 20 2 2
2023-02-17-1340 20 2 18
2023-02-17-1341 40 4 7
2023-02-17-1342 20 2 19
2023-02-17-1343 20 2 2
2023-02-17-1344 40 4 8
2023-02-17-1345 40 4 8
2023-02-17-1346 40 4 15
2023-02-17-1347 20 2 5
2023-02-17-1348 20 2 6
2023-02-17-1349 40 4 17
2023-02-17-1350 40 4 22
2023-02-17-1351 20 2 4
2023-02-17-1352 20 2 18
2023-02-17-1353 40 4 1
2023-02-17-1354 20 2 3
2023-02-17-1355 20 2 1
2023-02-17-1356 40 4 4
2023-02-17-1357 20 2 8
2023-02-17-1358 40 4 21
2023-02-17-1359 40 4 17
2023-02-17-1360 20 2 17
2023-02-17-1361 40 4 1
2023-02-17-1362 20 2 16
2023-02-17-1363 40 4 12
2023-02-17-1364 20 2 3
2023-02-17-1365 40 4 6
2023-02-17-1366 20 2 15
2023-02-17-1367 20 2 2
2023-02-17-1368 40 4 11
2023-02-17-1369 20 2 8
2023-02-17-1370 20 2 17
2023-02-17-1371 20 2 9
2023-02-17-1372 20 2 15
2023-02-17-1373 20 2 18
2023-02-17-1374 40 4 5
2023-02-17-1375 20 2 0
2023-02-17-1376 20 2 20
2023-02-17-1377 20 2 16
2023-02-17-1378 20 2 2
2023-02-17-1379 20 2 2
2023-02-17-1380 20 2 2
2023-02-17-1381 20 2 6
2023-02-17-1382 40 4 14
2023-02-17-1383 40 4 6
2023-02-17-1384 20 2 18
2023-02-17-1385 20 2 10
2023-02-17-1386 40 4 10
2023-02-17-1387 40 4 3
2023-02-17-1388 20 2 12
2023-02-17-1389 20 2 8
2023-02-17-1390 20 2 13
2023-02-17-1391 40 4 22
2023-02-17-1392 40 4 17
2023-02-17-1393 40 4 0
2023-02-17-1394 20 2 8
2023-02-17-1395 40 4 5
2023-02-17-1396 20 2 10
2023-02-17-1397 20 2 5
2023-02-17-1398 40 4 1
2023-02-17-1399 20 2 2
2023-02-17-1400 20 2 16
2023-02-17-1401 40 4 16
2023-02-17-1402 20 2 2
2023-02-17-1403 40 4 15
2023-02-17-1404 20 2 15
2023-02-17-1405 20 2 18
2023-02-17-1406 40 4 12
2023-02-17-1407 20 2 6
2023-02-17-1408 20 2 12
2023-02-17-1409 20 2 13
2023-02-17-1410 40 4 2
2023-02-17-1411 20 2 4
2023-02-17-1412 20 2 7
2023-02-17-1413 40 4 13
2023-02-17-1414 20 2 14
2023-02-17-1415 20 2 18
2023-02-17-1416 20 2 13
2023-02-17-1417 40 4 22
2023-02-17-1418 40 4 22
2023-02-17-1419 40 4 5
2023-02-17-1420 20 2 2
2023-02-17-1421 20 2 15
2023-02-17-1422 40 4 2
2023-02-17-1423 40 4 16
2023-02-17-1424 40 4 22
2023-02-17-1425 20 2 0
2023-02-17-1426 40 4 19
2023-02-17-1427 20 2 13
2023-02-17-1428 40 4 12
2023-02-17-1429 40 4 16
2023-02-17-1430 20 2 5
2023-02-17-1431 40 4 4
2023-02-17-1432 20 2 5
2023-02-17-1433 20 2 19
2023-02-17-1434 20 2 0
2023-02-17-1435 20 2 1
2023-02-17-1436 40 4 9
2023-02-17-1437 20 2 8
2023-02-17-1438 20 2 4
2023-02-17-1439 40 4 13
2023-02-17-1440 20 2 5
2023-02-17-1441 40 4 10
2023-02-17-1442 40 4 7
2023-02-17-1443 20 2 10
2023-02-17-1444 20 2 2
2023-02-17-1445 40 4 2
2023-02-17-1446 20 2 15
2023-02-17-1447 40 4 22
2023-02-17-1448 40 4 4
2023-02-17-1449 40 4 4
2023-02-17-1450 20 2 4
2023-02-17-1451 20 2 0
2023-02-17-1452 40 4 19
2023-02-17-1453 20 2 7
2023-02-17-1454 20 2 6
2023-02-17-1455 40 4 15
2023-02-17-1456 40 4 12
2023-02-17-1457 40 4 17
2023-02-17-1458 40 4 21
2023-02-17-1459 20 2 19
2023-02-17-1460 20 2 6
2023-02-17-1461 20 2 13
2023-02-17-1462 20 2 7
2023-02-17-1463 20 2 4
2023-02-17-1464 20 2 20
2023-02-17-1465 40 4 8
2023-02-17-1466 20 2 15
2023-02-17-1467 20 2 5
2023-02-17-1468 20 2 13
2023-02-17-1469 40 4 10
2023-02-17-1470 40 4 9
2023-02-17-1471 20 2 15
2023-02-17-1472 20 2 11
2023-02-17-1473 20 2 16
2023-02-17-1474 20 2 3
2023-02-17-1475 20 2 20
2023-02-17-1476 20 2 0
2023-02-17-1477 20 2 8
2023-02-17-1478 20 2 20
2023-02-17-1479 20 2 13
2023-02-17-1480 20 2 13
2023-02-17-1481 40 4 1
2023-02-17-1482 40 4 1
2023-02-17-1483 40 4 15
2023-02-17-1484 20 2 8
2023-02-17-1485 20 2 6
2023-02-17-1486 40 4 6
2023-02-17-1487 20 2 2
2023-02-17-1488 20 2 15
2023-02-17-1489 20 2 0
2023-02-17-1490 40 4 11
2023-02-17-1491 20 2 0
2023-02-17-1492 40 4 8
2023-02-17-1493 20 2 3
2023-02-17-1494 40 4 12
2023-02-17-1495 20 2 4
2023-02-17-1496 40 4 5
2023-02-17-1497 40 4 13
2023-02-17-1498 40 4 15
2023-02-17-1499 20 2 10
2023-02-17-1500 20 2 17
2023-02-17-1501 20 2 16
2023-02-17-1502 40 4 14
2023-02-17-1503 20 2 17
2023-02-17-1504 40 4 10
2023-02-17-1505 40 4 14
2023-02-17-1506 40 4 6
2023-02-17-1507 40 4 11
2023-02-17-1508 40 4 19
2023-02-17-1509 20 2 18
2023-02-17-1510 20 2 18
2023-02-17-1511 20 2 20
2023-02-17-1512 40 4 11
2023-02-17-1513 40 4 0
2023-02-17-1514 20 2 16
2023-02-17-1515 40 4 3
2023-02-17-1516 20 2 3
2023-02-17-1517 40 4 17
2023-02-17-1518 40 4 16
2023-02-17-1519 20 2 17
2023-02-17-1520 20 2 18
2023-02-17-1521 40 4 12
2023-02-17-1522 20 2 4
2023-02-17-1523 40 4 9
2023-02-17-1524 20 2 5
2023-02-17-1525 20 2 6
2023-02-17-1526 40 4 22
2023-02-17-1527 20 2 14
2023-02-17-1528 20 2 18
2023-02-17-1529 20 2 20
2023-02-17-1530 40 4 2
2023-02-17-1531 40 4 13
2023-02-17-1532 20 2 16
2023-02-17-1533 20 2 16
2023-02-17-1534 40 4 3
2023-02-17-1535 40 4 0
2023-02-17-1536 40 4 0
2023-02-17-1537 20 2 6
2023-02-17-1538 40 4 11
2023-02-17-1539 40 4 13
2023-02-17-1540 40 4 11
2023-02-17-1541 20 2 7
2023-02-17-1542 20 2 0
2023-02-17-1543 20 2 14
2023-02-17-1544 20 2 18
2023-02-17-1545 40 4 21
2023-02-17-1546 20 2 10
2023-02-17-1547 40 4 5
2023-02-17-1548 20 2 15
2023-02-17-1549 40 4 10
2023-02-17-1550 20 2 15
2023-02-17-1551 40 4 4
2023-02-17-1552 20 2 10
2023-02-17-1553 40 4 2
2023-02-17-1554 40 4 11
2023-02-17-1555 20 2 7
2023-02-17-1556 40 4 10
2023-02-17-1557 20 2 7
2023-02-17-1558 20 2 5
2023-02-17-1559 20 2 12
2023-02-17-1560 20 2 6
2023-02-17-1561 20 2 10
2023-02-17-1562 20 2 20
2023-02-17-1563 40 4 20
2023-02-17-1564 40 4 15
2023-02-17-1565 20 2 2
2023-02-17-1566 40 4 7
2023-02-17-1567 40 4 0
2023-02-17-1568 40 4 18
2023-02-17-1569 20 2 13
2023-02-17-1570 40 4 20
2023-02-17-1571 40 4 3
2023-02-17-1572 40 4 17
2023-02-17-1573 40 4 0
2023-02-17-1574 20 2 12
2023-02-17-1575 40 4 15
2023-02-17-1576 40 4 2
2023-02-17-1577 20 2 6
2023-02-17-1578 20 2 18
2023-02-17-1579 40 4 20
2023-02-17-1580 40 4 14
2023-02-17-1581 20 2 16
2023-02-17-1582 20 2 9
2023-02-17-1583 40 4 4
2023-02-17-1584 20 2 2
2023-02-17-1585 20 2 13
2023-02-17-1586 40 4 7
2023-02-17-1587 40 4 9
2023-02-17-1588 20 2 12
2023-02-17-1589 20 2 18
2023-02-17-1590 40 4 4
2023-02-17-1591 40 4 10
2023-02-17-1592 20 2 1
2023-02-17-1593 40 4 22
2023-02-17-1594 40 4 18
2023-02-17-1595 40 4 22
2023-02-17-1596 20 2 17
2023-02-17-1597 20 2 8
2023-02-17-1598 40 4 6
2023-02-17-1599 40 4 19
2023-02-17-1600 20 2 10
2023-02-17-1601 20 2 2
2023-02-17-1602 40 4 2
2023-02-17-1603 20 2 19
2023-02-17-1604 20 2 9
2023-02-17-1605 40 4 10
2023-02-17-1606 20 2 1
2023-02-17-1607 20 2 11
2023-02-17-1608 20 2 5
2023-02-17-1609 40 4 2
2023-02-17-1610 20 2 10
2023-02-17-1611 40 4 0
2023-02-17-1612 20 2 19
2023-02-17-1613 40 4 14
2023-02-17-1614 20 2 9
2023-02-17-1615 40 4 19
2023-02-17-1616 40 4 9
2023-02-17-1617 40 4 6
2023-02-17-1618 40 4 20
2023-02-17-1619 20 2 8
2023-02-17-1620 20 2 1
2023-02-17-1621 40 4 5
2023-02-17-1622 20 2 2
2023-02-17-1623 20 2 3
2023-02-17-1624 20 2 11
2023-02-17-1625 40 4 16
2023-02-17-1626 40 4 4
2023-02-17-1627 20 2 13
2023-02-17-1628 20 2 11
2023-02-17-1629 40 4 21
2023-02-17-1630 20 2 12
2023-02-17-1631 40 4 12
2023-02-17-1632 20 2 1
2023-02-17-1633 20 2 19
2023-02-17-1634 20 2 12
2023-02-17-1635 20 2 3
2023-02-17-1636 40 4 17
2023-02-17-1637 20 2 5
2023-02-17-1638 20 2 10
2023-02-17-1639 20 2 8
2023-02-17-1640 40 4 3
2023-02-17-1641 40 4 19
2023-02-17-1642 20 2 12
2023-02-17-1643 20 2 7
2023-02-17-1644 40 4 3
2023-02-17-1645 20 2 16
2023-02-17-1646 20 2 20
2023-02-17-1647 40 4 12
2023-02-17-1648 40 4 13
2023-02-17-1649 20 2 11
2023-02-17-1650 20 2 5
2023-02-17-1651 40 4 11
2023-02-17-1652 40 4 8
2023-02-17-1653 40 4 15
2023-02-17-1654 40 4 20
2023-02-17-1655 40 4 19
2023-02-17-1656 40 4 9
2023-02-17-1657 20 2 18
2023-02-17-1658 20 2 16
2023-02-17-1659 40 4 2
2023-02-17-1660 40 4 0
2023-02-17-1661 40 4 2
2023-02-17-1662 20 2 14
2023-02-17-1663 20 2 18
2023-02-17-1664 20 2 3
2023-02-17-1665 20 2 3
2023-02-17-1666 40 4 20
2023-02-17-1667 20 2 13
2023-02-17-1668 20 2 16
2023-02-17-1669 40 4 13
2023-02-17-1670 20 2 17
2023-02-17-1671 20 2 6
2023-02-17-1672 40 4 22
2023-02-17-1673 40 4 13
2023-02-17-1674 40 4 14
2023-02-17-1675 40 4 20
2023-02-17-1676 20 2 6
2023-02-17-1677 40 4 8
2023-02-17-1678 20 2 1
2023-02-17-1679 20 2 14
2023-02-17-1680 20 2 15
2023-02-17-1681 40 4 2
2023-02-17-1682 20 2 20
2023-02-17-1683 20 2 6
2023-02-17-1684 40 4 4
2023-02-17-1685 20 2 16
2023-02-17-1686 40 4 8
2023-02-17-1687 40 4 12
2023-02-17-1688 20 2 10
2023-02-17-1689 20 2 16
2023-02-17-1690 40 4 4
2023-02-17-1691 40 4 14
2023-02-17-1692 40 4 7
2023-02-17-1693 40 4 21
2023-02-17-1694 40 4 2
2023-02-17-1695 40 4 4
2023-02-17-1696 40 4 21
2023-02-17-1697 20 2 2
2023-02-17-1698 20 2 18
2023-02-17-1699 20 2 7
2023-02-17-1700 40 4 9
2023-02-17-1701 40 4 4
2023-02-17-1702 20 2 19
2023-02-17-1703 40 4 6
2023-02-17-1704 20 2 6
2023-02-17-1705 40 4 13
2023-02-17-1706 40 4 21
2023-02-17-1707 40 4 12
2023-02-17-1708 20 2 11
2023-02-17-1709 20 2 13
2023-02-17-1710 20 2 19
2023-02-17-1711 40 4 11
2023-02-17-1712 20 2 10
2023-02-17-1713 40 4 9
2023-02-17-1714 40 4 14
2023-02-17-1715 40 4 20
2023-02-17-1716 20 2 15
2023-02-17-1717 40 4 0
2023-02-17-1718 20 2 15
2023-02-17-1719 20 2 9
2023-02-17-1720 40 4 4
2023-02-17-1721 20 2 18
2023-02-17-1722 40 4 6
2023-02-17-1723 20 2 11
2023-02-17-1724 40 4 21
2023-02-17-1725 40 4 0
2023-02-17-1726 20 2 3
2023-02-17-1727 40 4 1
2023-02-17-1728 40 4 5
2023-02-17-1729 40 4 21
2023-02-17-1730 40 4 14
2023-02-17-1731 40 4 7
2023-02-17-1732 40 4 19
2023-02-17-1733 40 4 13
2023-02-17-1734 20 2 18
2023-02-17-1735 40 4 22
2023-02-17-1736 40 4 2
2023-02-17-1737 40 4 8
2023-02-17-1738 20 2 18
2023-02-17-1739 40 4 5
2023-02-17-1740 20 2 10
2023-02-17-1741 40 4 16
2023-02-17-1742 40 4 21
2023-02-17-1743 40 4 5
2023-02-17-1744 40 4 22
2023-02-17-1745 40 4 8
2023-02-17-1746 20 2 7
2023-02-17-1747 40 4 5
2023-02-17-1748 20 2 20
2023-02-17-1749 20 2 19
2023-02-17-1750 20 2 12
